id,nombre,apellido,email,telefono,distrito,fecha_nacimiento,fecha_registro,activo
6054,Santiago,Azcona,usuario6054@ejemplo.com,308597370,San Borja,1973-01-19,2024-06-01 00:00:00,True
6055,Patricio,Carmona,usuario6055@ejemplo.com,132226650,Barranco,1981-01-17,2025-06-30 00:00:00,True
6056,Paz,Baeza,usuario6056@ejemplo.com,694904578,San Borja,1969-05-16,2024-02-08 00:00:00,True
6057,Humberto,Otero,usuario6057@ejemplo.com,200451582,Lince,1973-03-04,2023-11-26 00:00:00,True
6058,Antonia,Pelayo,usuario6058@ejemplo.com,974430278,San Juan de Lurigancho,1994-03-02,2025-02-10 00:00:00,True
6059,Mario,Márquez,usuario6059@ejemplo.com,185120540,Barranco,1974-03-29,2025-01-16 00:00:00,True
6060,Loreto,Sierra,usuario6060@ejemplo.com,825413214,Surco,1985-06-29,2023-11-07 00:00:00,True
6061,Carlos,López,usuario6061@ejemplo.com,939578476,Miraflores,1982-03-08,2025-02-23 00:00:00,True
6062,Ana Sofía,Lamas,usuario6062@ejemplo.com,531386782,Miraflores,2008-02-04,2025-12-16 00:00:00,True
6063,Filomena,Llabrés,usuario6063@ejemplo.com,374051717,Lince,1963-06-11,2026-01-30 00:00:00,True
6064,Guadalupe,Rosselló,usuario6064@ejemplo.com,381420028,Magdalena,2005-05-18,2025-11-04 00:00:00,True
6065,Sebastian,Escolano,usuario6065@ejemplo.com,562952242,Surco,1980-01-08,2025-05-08 00:00:00,True
6066,Julie,Murillo,usuario6066@ejemplo.com,082607598,San Borja,1996-04-25,2025-08-14 00:00:00,True
6067,Ulises,Amigó,usuario6067@ejemplo.com,240360360,Callao,1961-07-30,2024-07-10 00:00:00,True
6068,Natalia,Saldaña,usuario6068@ejemplo.com,849875528,Lince,1961-06-07,2026-01-16 00:00:00,True
6069,Elisabet,Gonzalez,usuario6069@ejemplo.com,355231335,Miraflores,1982-07-25,2025-08-10 00:00:00,True
6070,Osvaldo,Alfonso,usuario6070@ejemplo.com,850448601,Barranco,1963-07-10,2025-05-15 00:00:00,True
6071,Bautista,Abella,usuario6071@ejemplo.com,421998939,Surco,1965-10-08,2025-07-20 00:00:00,True
6072,Gervasio,Pedro,usuario6072@ejemplo.com,614206214,La Molina,1987-02-01,2024-02-24 00:00:00,True
6073,Aura,Ibañez,usuario6073@ejemplo.com,217115223,Surco,1960-06-19,2025-03-19 00:00:00,True
6074,Pío,Español,usuario6074@ejemplo.com,765592532,Magdalena,1992-07-07,2025-06-23 00:00:00,True
6075,Victor,Palau,usuario6075@ejemplo.com,762492989,Surco,1973-01-25,2025-08-13 00:00:00,True
6076,Aurelia,Escolano,usuario6076@ejemplo.com,702624585,Miraflores,1959-12-17,2025-09-02 00:00:00,True
6077,Samanta,Samper,usuario6077@ejemplo.com,083888461,La Molina,2002-06-10,2025-11-18 00:00:00,True
6078,Santos,Montes,usuario6078@ejemplo.com,940669425,Miraflores,1990-07-22,2023-11-01 00:00:00,True
6079,Cruz,Sanabria,usuario6079@ejemplo.com,593384196,Callao,1974-01-08,2025-10-12 00:00:00,True
6080,Itziar,Carreras,usuario6080@ejemplo.com,538846975,Jesús María,2008-02-21,2024-04-30 00:00:00,True
6081,Rogelio,Nogueira,usuario6081@ejemplo.com,766113176,San Isidro,1975-01-30,2025-03-20 00:00:00,True
6082,Josefina,Abril,usuario6082@ejemplo.com,870872840,Barranco,1994-05-13,2025-04-23 00:00:00,True
6083,Ruben,Llanos,usuario6083@ejemplo.com,405602018,San Borja,1999-02-22,2025-06-29 00:00:00,True
6084,Marcia,Puga,usuario6084@ejemplo.com,809053805,Lince,1957-03-12,2023-11-24 00:00:00,True
6085,María Jesús,Francisco,usuario6085@ejemplo.com,403070308,Lince,1968-01-15,2024-04-24 00:00:00,True
6086,Ruth,Menendez,usuario6086@ejemplo.com,763895608,Surco,1973-09-24,2024-09-08 00:00:00,True
6087,Amaya,Sainz,usuario6087@ejemplo.com,601108439,Pueblo Libre,1996-04-16,2024-12-12 00:00:00,True
6088,Eugenia,Hurtado,usuario6088@ejemplo.com,875146002,San Juan de Lurigancho,1988-08-18,2025-12-25 00:00:00,True
6089,Poncio,Villalba,usuario6089@ejemplo.com,034499195,San Isidro,1980-02-13,2025-10-05 00:00:00,True
6090,Encarna,Palmer,usuario6090@ejemplo.com,354492530,Surco,1972-11-29,2023-12-09 00:00:00,True
6091,Dan,Escolano,usuario6091@ejemplo.com,400893875,Barranco,2005-05-03,2025-08-17 00:00:00,True
6092,Pía,Barrera,usuario6092@ejemplo.com,664306738,Magdalena,1980-12-12,2025-02-07 00:00:00,True
6093,Tomasa,Saavedra,usuario6093@ejemplo.com,621848177,San Juan de Lurigancho,1971-02-08,2025-02-11 00:00:00,True
6094,Celia,Carrera,usuario6094@ejemplo.com,661734742,Lince,1959-05-31,2024-06-26 00:00:00,True
6095,Haroldo,Cabañas,usuario6095@ejemplo.com,097071020,Jesús María,1965-02-23,2024-05-19 00:00:00,True
6096,Apolinar,Quevedo,usuario6096@ejemplo.com,830386289,Barranco,1994-01-06,2026-01-13 00:00:00,True
6097,Elisabet,Guardia,usuario6097@ejemplo.com,840078269,Pueblo Libre,1997-11-09,2024-07-08 00:00:00,True
6098,Juan,Calvo,usuario6098@ejemplo.com,002259163,Barranco,1995-05-03,2023-10-09 00:00:00,True
6099,Marc,Español,usuario6099@ejemplo.com,055891198,Magdalena,1958-07-17,2025-05-04 00:00:00,True
6100,Isidora,Palacios,usuario6100@ejemplo.com,703441844,Surco,1992-12-27,2025-03-31 00:00:00,True
6101,Anabel,Pacheco,usuario6101@ejemplo.com,405558644,Barranco,1976-06-09,2026-01-06 00:00:00,True
6102,Amado,Taboada,usuario6102@ejemplo.com,313419162,Callao,1984-03-15,2023-12-08 00:00:00,True
6103,Ramiro,Torrijos,usuario6103@ejemplo.com,314808102,La Molina,1966-09-16,2023-09-20 00:00:00,True
6104,Esperanza,Real,usuario6104@ejemplo.com,930020790,Surco,2000-09-14,2023-10-12 00:00:00,True
6105,Macarena,Montalbán,usuario6105@ejemplo.com,081744117,Magdalena,2002-12-04,2024-07-11 00:00:00,True
6106,Liliana,Marquez,usuario6106@ejemplo.com,662981997,San Borja,1982-09-19,2025-07-30 00:00:00,True
6107,María José,Llobet,usuario6107@ejemplo.com,417650360,San Juan de Lurigancho,1967-02-08,2025-12-08 00:00:00,True
6108,Pablo,Carrillo,usuario6108@ejemplo.com,719810984,San Borja,1971-10-19,2023-12-13 00:00:00,True
6109,Patricia,Álvaro,usuario6109@ejemplo.com,652343040,Callao,1994-07-29,2024-06-10 00:00:00,True
6110,Espiridión,Peláez,usuario6110@ejemplo.com,910352415,San Isidro,1993-07-15,2025-09-11 00:00:00,True
6111,Consuelo,Múgica,usuario6111@ejemplo.com,850120838,Magdalena,1977-06-10,2025-01-28 00:00:00,True
6112,Guiomar,Lastra,usuario6112@ejemplo.com,016541838,Callao,1988-12-03,2024-01-22 00:00:00,True
6113,Noemí,Garcés,usuario6113@ejemplo.com,761973014,Magdalena,1998-11-29,2025-02-11 00:00:00,True
6114,Macario,Vallés,usuario6114@ejemplo.com,567985864,San Borja,1976-05-18,2024-09-16 00:00:00,True
6115,Brígida,Mendizábal,usuario6115@ejemplo.com,421163340,San Borja,1967-02-20,2025-08-30 00:00:00,True
6116,Clemente,Gras,usuario6116@ejemplo.com,373617984,Lince,2004-12-02,2024-03-02 00:00:00,True
6117,Octavia,Franco,usuario6117@ejemplo.com,874485312,Lince,1988-07-19,2024-09-09 00:00:00,True
6118,Nerea,Campo,usuario6118@ejemplo.com,489704640,San Juan de Lurigancho,1959-11-07,2024-10-23 00:00:00,True
6119,Josep,Torrents,usuario6119@ejemplo.com,947262163,San Juan de Lurigancho,1996-11-14,2024-10-11 00:00:00,True
6120,Chucho,Ortuño,usuario6120@ejemplo.com,435513649,San Borja,1998-02-22,2025-05-31 00:00:00,True
6121,Isabel,Lumbreras,usuario6121@ejemplo.com,296724347,Pueblo Libre,1964-10-11,2025-01-15 00:00:00,True
6122,Constanza,Cabezas,usuario6122@ejemplo.com,269742890,Callao,1970-02-04,2023-12-13 00:00:00,True
6123,Jose,Roura,usuario6123@ejemplo.com,304497969,Pueblo Libre,1979-01-25,2024-05-05 00:00:00,True
6124,Artemio,Raya,usuario6124@ejemplo.com,001280024,Miraflores,2005-07-08,2025-08-01 00:00:00,True
6125,Albino,Velasco,usuario6125@ejemplo.com,533436594,Barranco,1962-03-22,2025-08-06 00:00:00,True
6126,Santos,Espejo,usuario6126@ejemplo.com,659567997,San Borja,1995-07-23,2023-09-30 00:00:00,True
6127,Luna,Pera,usuario6127@ejemplo.com,494528825,Barranco,2006-09-02,2025-01-20 00:00:00,True
6128,Eugenia,Puerta,usuario6128@ejemplo.com,809227355,Barranco,1979-05-15,2025-04-22 00:00:00,True
6129,Estefanía,Villalba,usuario6129@ejemplo.com,256937468,Jesús María,1970-05-21,2025-02-08 00:00:00,True
6130,Angelino,Parejo,usuario6130@ejemplo.com,372858393,Pueblo Libre,1968-09-11,2025-09-22 00:00:00,True
6131,Rómulo,Arrieta,usuario6131@ejemplo.com,377150613,Lince,1987-04-25,2025-06-14 00:00:00,True
6132,Aurelio,España,usuario6132@ejemplo.com,733830404,Magdalena,2008-05-06,2025-12-05 00:00:00,True
6133,Dan,Correa,usuario6133@ejemplo.com,652893933,Surco,2003-12-18,2024-01-22 00:00:00,True
6134,Tomasa,Marcos,usuario6134@ejemplo.com,825742377,San Isidro,1985-11-24,2025-05-03 00:00:00,True
6135,Lino,Murcia,usuario6135@ejemplo.com,039519468,San Borja,2008-03-11,2024-09-16 00:00:00,True
6136,Encarnita,Ordóñez,usuario6136@ejemplo.com,385433665,Lince,1964-10-05,2025-07-09 00:00:00,True
6137,Zaira,Abella,usuario6137@ejemplo.com,672162568,Pueblo Libre,1969-05-03,2026-01-18 00:00:00,True
6138,Marc,Sebastián,usuario6138@ejemplo.com,850808610,San Borja,1990-05-10,2024-09-23 00:00:00,True
6139,Nacho,Coello,usuario6139@ejemplo.com,615965439,Pueblo Libre,1955-10-26,2025-03-22 00:00:00,True
6140,Pánfilo,Riera,usuario6140@ejemplo.com,738226559,Jesús María,1999-05-05,2024-11-25 00:00:00,True
6141,Pili,Cañellas,usuario6141@ejemplo.com,152300516,San Borja,2004-12-10,2024-12-14 00:00:00,True
6142,Nuria,Guijarro,usuario6142@ejemplo.com,946574998,Jesús María,1971-10-19,2025-02-18 00:00:00,True
6143,Paz,Prats,usuario6143@ejemplo.com,431435603,San Borja,1978-06-17,2025-04-11 00:00:00,True
6144,Pastor,Márquez,usuario6144@ejemplo.com,128094930,La Molina,2007-05-11,2025-02-03 00:00:00,True
6145,Florentina,Andrés,usuario6145@ejemplo.com,674804114,Miraflores,1967-06-12,2025-08-30 00:00:00,True
6146,Narciso,Barón,usuario6146@ejemplo.com,746067808,San Borja,1978-09-16,2025-07-05 00:00:00,True
6147,Paulina,Pallarès,usuario6147@ejemplo.com,072299552,La Molina,2004-04-05,2024-05-10 00:00:00,True
6148,Joan,Cabeza,usuario6148@ejemplo.com,889755596,San Isidro,1985-01-19,2025-02-27 00:00:00,True
6149,Liliana,Castilla,usuario6149@ejemplo.com,569990856,San Isidro,1983-11-27,2025-05-04 00:00:00,True
6150,Felicia,Ferrera,usuario6150@ejemplo.com,287675667,Magdalena,1994-03-12,2024-09-22 00:00:00,True
6151,Edelmiro,Solano,usuario6151@ejemplo.com,479685199,Magdalena,1962-01-16,2024-05-11 00:00:00,True
6152,Teresa,Cifuentes,usuario6152@ejemplo.com,350836860,San Isidro,1972-02-16,2023-12-18 00:00:00,True
6153,Maricruz,Rico,usuario6153@ejemplo.com,113589270,La Molina,1997-02-04,2025-07-11 00:00:00,True
6154,Chema,Costa,usuario6154@ejemplo.com,245076248,San Isidro,1996-04-20,2025-10-31 00:00:00,True
6155,Domitila,Camacho,usuario6155@ejemplo.com,951774340,San Isidro,1998-04-17,2025-02-26 00:00:00,True
6156,Silvia,Doménech,usuario6156@ejemplo.com,634832348,Miraflores,1975-01-27,2024-08-19 00:00:00,True
6157,Áurea,Cánovas,usuario6157@ejemplo.com,386741714,Barranco,1956-02-08,2025-03-25 00:00:00,True
6158,Adela,Batlle,usuario6158@ejemplo.com,845684586,Barranco,2000-08-31,2024-04-09 00:00:00,True
6159,Leocadio,Gimenez,usuario6159@ejemplo.com,304498189,Lince,1967-01-01,2025-06-18 00:00:00,True
6160,Febe,Vicens,usuario6160@ejemplo.com,739796008,La Molina,1957-06-09,2024-01-28 00:00:00,True
6161,Constanza,Araujo,usuario6161@ejemplo.com,326312517,Callao,1966-09-03,2023-10-18 00:00:00,True
6162,Santos,Sánchez,usuario6162@ejemplo.com,390885085,La Molina,1962-01-16,2025-08-18 00:00:00,True
6163,Eusebio,Vazquez,usuario6163@ejemplo.com,731542125,San Juan de Lurigancho,1977-03-06,2024-06-21 00:00:00,True
6164,Tecla,Sevillano,usuario6164@ejemplo.com,244520981,Surco,2002-08-29,2023-10-08 00:00:00,True
6165,Ramón,Marqués,usuario6165@ejemplo.com,500985168,San Juan de Lurigancho,1996-06-28,2024-02-03 00:00:00,True
6166,Concha,Hidalgo,usuario6166@ejemplo.com,410737208,Magdalena,1979-05-22,2025-06-07 00:00:00,True
6167,Roque,Millán,usuario6167@ejemplo.com,480634468,Miraflores,1957-01-06,2024-01-03 00:00:00,True
6168,Alonso,Escribano,usuario6168@ejemplo.com,726018803,La Molina,1988-07-11,2025-05-17 00:00:00,True
6169,Salud,Uribe,usuario6169@ejemplo.com,782481494,Lince,1976-10-04,2023-12-21 00:00:00,True
6170,Lara,Juárez,usuario6170@ejemplo.com,494897096,Jesús María,1969-06-12,2025-01-10 00:00:00,True
6171,Esperanza,Balaguer,usuario6171@ejemplo.com,080735015,Pueblo Libre,1963-02-03,2024-01-16 00:00:00,True
6172,Merche,Bastida,usuario6172@ejemplo.com,897839090,Callao,1979-08-02,2026-02-17 00:00:00,True
6173,Edmundo,Amaya,usuario6173@ejemplo.com,801332780,San Borja,1998-03-25,2024-05-01 00:00:00,True
6174,Reyna,Martí,usuario6174@ejemplo.com,773567194,Magdalena,1984-10-25,2024-01-12 00:00:00,True
6175,Cebrián,Abascal,usuario6175@ejemplo.com,908840387,Surco,1975-10-01,2023-09-27 00:00:00,True
6176,Ezequiel,Ferrán,usuario6176@ejemplo.com,467953837,Jesús María,1973-05-01,2025-07-11 00:00:00,True
6177,Lucio,Arce,usuario6177@ejemplo.com,793760288,Barranco,1996-02-04,2024-02-20 00:00:00,True
6178,Rocío,Vicente,usuario6178@ejemplo.com,024614122,San Juan de Lurigancho,2000-12-31,2025-07-30 00:00:00,True
6179,Apolonia,Jódar,usuario6179@ejemplo.com,110559672,San Borja,1959-10-23,2025-07-05 00:00:00,True
6180,Benita,Paredes,usuario6180@ejemplo.com,788632162,Magdalena,1974-06-09,2024-07-08 00:00:00,True
6181,Rosalina,Trujillo,usuario6181@ejemplo.com,444380774,Magdalena,1987-05-08,2024-01-16 00:00:00,True
6182,Olalla,Arribas,usuario6182@ejemplo.com,794764415,San Borja,2004-12-17,2024-02-21 00:00:00,True
6183,Aurora,Morante,usuario6183@ejemplo.com,266252871,San Borja,2003-07-28,2025-03-18 00:00:00,True
6184,Fito,Jiménez,usuario6184@ejemplo.com,963578461,San Isidro,1972-04-10,2025-04-15 00:00:00,True
6185,Chus,Fajardo,usuario6185@ejemplo.com,299903037,Barranco,1977-08-28,2024-12-17 00:00:00,True
6186,Faustino,Olivera,usuario6186@ejemplo.com,575214974,San Juan de Lurigancho,1990-10-22,2024-12-29 00:00:00,True
6187,Teodosio,Lorenzo,usuario6187@ejemplo.com,763760760,Barranco,1958-12-22,2024-12-07 00:00:00,True
6188,Eliseo,Cornejo,usuario6188@ejemplo.com,588523841,San Borja,1986-03-10,2023-10-10 00:00:00,True
6189,Florencia,Meléndez,usuario6189@ejemplo.com,401807681,Magdalena,1968-01-22,2026-01-30 00:00:00,True
6190,Roque,Blázquez,usuario6190@ejemplo.com,949236116,Lince,2004-07-21,2025-10-10 00:00:00,True
6191,Adelia,Gallardo,usuario6191@ejemplo.com,334117027,Pueblo Libre,1994-06-17,2023-09-19 00:00:00,True
6192,Concepción,Suárez,usuario6192@ejemplo.com,286871775,Surco,1965-12-15,2025-04-23 00:00:00,True
6193,Dolores,Carlos,usuario6193@ejemplo.com,061559892,San Juan de Lurigancho,2001-04-22,2026-02-20 00:00:00,True
6194,Gerardo,Conde,usuario6194@ejemplo.com,565515192,San Borja,1998-12-02,2023-11-23 00:00:00,True
6195,Tadeo,Tormo,usuario6195@ejemplo.com,858834625,Callao,1986-08-15,2023-10-29 00:00:00,True
6196,Sabina,Bellido,usuario6196@ejemplo.com,168802812,Lince,1964-09-23,2025-03-19 00:00:00,True
6197,Aureliano,Lladó,usuario6197@ejemplo.com,442620471,Barranco,1982-08-11,2024-12-27 00:00:00,True
6198,José María,Mateo,usuario6198@ejemplo.com,953433066,Jesús María,1973-08-27,2024-03-29 00:00:00,True
6199,Ruperta,Corbacho,usuario6199@ejemplo.com,692382205,Jesús María,1958-12-11,2024-01-10 00:00:00,True
6200,Celestina,Juárez,usuario6200@ejemplo.com,830537894,San Juan de Lurigancho,1978-01-18,2024-08-28 00:00:00,True
6201,Demetrio,Pons,usuario6201@ejemplo.com,864665935,La Molina,1981-04-02,2025-04-02 00:00:00,True
6202,Cornelio,Cánovas,usuario6202@ejemplo.com,227011923,Pueblo Libre,1990-07-02,2026-02-06 00:00:00,True
6203,Macarena,Galvez,usuario6203@ejemplo.com,250192271,Pueblo Libre,1967-08-10,2023-12-18 00:00:00,True
6204,Albano,Morera,usuario6204@ejemplo.com,718098205,Miraflores,1973-06-26,2025-10-10 00:00:00,True
6205,Carmelo,Cortés,usuario6205@ejemplo.com,794331521,Surco,1994-07-12,2025-03-28 00:00:00,True
6206,Priscila,Neira,usuario6206@ejemplo.com,742178783,Pueblo Libre,1974-07-14,2024-05-26 00:00:00,True
6207,Nilda,Naranjo,usuario6207@ejemplo.com,583649289,Pueblo Libre,1956-02-13,2024-06-17 00:00:00,True
6208,Toribio,Granados,usuario6208@ejemplo.com,072182653,Pueblo Libre,1961-10-20,2023-09-26 00:00:00,True
6209,Asunción,Campoy,usuario6209@ejemplo.com,886429432,Jesús María,1986-05-08,2025-02-04 00:00:00,True
6210,Lucila,Morán,usuario6210@ejemplo.com,941097587,Barranco,2008-06-22,2025-01-25 00:00:00,True
6211,Consuela,Priego,usuario6211@ejemplo.com,870999354,San Isidro,1987-08-05,2024-08-31 00:00:00,True
6212,Celso,Sobrino,usuario6212@ejemplo.com,077230966,Jesús María,2006-08-11,2025-08-21 00:00:00,True
6213,Angelino,Ibañez,usuario6213@ejemplo.com,591573143,San Borja,1961-10-01,2025-11-10 00:00:00,True
6214,Alejo,Parejo,usuario6214@ejemplo.com,503518386,Lince,1985-05-09,2024-07-26 00:00:00,True
6215,Clotilde,Cerezo,usuario6215@ejemplo.com,283280065,San Borja,1970-03-10,2024-05-16 00:00:00,True
6216,María José,Ávila,usuario6216@ejemplo.com,972396124,La Molina,1961-01-19,2025-11-26 00:00:00,True
6217,Urbano,Gálvez,usuario6217@ejemplo.com,660538944,Surco,1990-05-02,2025-11-15 00:00:00,True
6218,Feliciana,Moraleda,usuario6218@ejemplo.com,132371535,Callao,1987-11-20,2024-08-12 00:00:00,True
6219,Marc,Navas,usuario6219@ejemplo.com,928151547,Surco,1960-05-15,2026-01-28 00:00:00,True
6220,Jordi,Ferrández,usuario6220@ejemplo.com,652035461,San Juan de Lurigancho,1989-01-12,2024-06-22 00:00:00,True
6221,Piedad,Guitart,usuario6221@ejemplo.com,322556001,San Borja,1971-12-05,2026-02-02 00:00:00,True
6222,Celestina,Gárate,usuario6222@ejemplo.com,437482623,Surco,2004-08-19,2025-08-10 00:00:00,True
6223,Cleto,Vaquero,usuario6223@ejemplo.com,863591247,San Isidro,1989-08-19,2025-01-30 00:00:00,True
6224,José Ángel,Antón,usuario6224@ejemplo.com,140991492,La Molina,1961-03-01,2025-08-03 00:00:00,True
6225,Leandra,Bernad,usuario6225@ejemplo.com,540224806,Barranco,2000-12-15,2025-05-07 00:00:00,True
6226,Cayetana,Rojas,usuario6226@ejemplo.com,320026839,Callao,1965-10-06,2024-09-11 00:00:00,True
6227,Julio César,Méndez,usuario6227@ejemplo.com,810136115,San Isidro,1999-04-30,2024-11-21 00:00:00,True
6228,Ricardo,Priego,usuario6228@ejemplo.com,396110764,Miraflores,1989-01-03,2025-02-17 00:00:00,True
6229,Timoteo,Cadenas,usuario6229@ejemplo.com,061485460,Magdalena,1982-06-13,2026-02-18 00:00:00,True
6230,Salvador,Molins,usuario6230@ejemplo.com,320772615,Surco,1967-10-24,2025-04-01 00:00:00,True
6231,Jose Francisco,Cantero,usuario6231@ejemplo.com,768463883,Jesús María,1991-12-15,2025-01-25 00:00:00,True
6232,Calixto,Zamora,usuario6232@ejemplo.com,450252843,Surco,1970-02-15,2025-11-08 00:00:00,True
6233,Dionisio,González,usuario6233@ejemplo.com,352947239,Surco,1965-06-23,2024-08-29 00:00:00,True
6234,Hortensia,Cruz,usuario6234@ejemplo.com,244233113,Jesús María,1970-05-19,2024-10-28 00:00:00,True
6235,Dionisio,Saavedra,usuario6235@ejemplo.com,979709984,San Juan de Lurigancho,1973-01-29,2025-12-21 00:00:00,True
6236,Leonor,Tenorio,usuario6236@ejemplo.com,554273058,Jesús María,1982-07-04,2023-09-27 00:00:00,True
6237,Carlos,Viñas,usuario6237@ejemplo.com,281595726,Barranco,1996-11-29,2025-10-19 00:00:00,True
6238,Cloe,Sobrino,usuario6238@ejemplo.com,059127972,Barranco,1997-10-28,2025-04-18 00:00:00,True
6239,Ramona,Romeu,usuario6239@ejemplo.com,585932109,Jesús María,1972-10-12,2023-11-15 00:00:00,True
6240,Alicia,Pont,usuario6240@ejemplo.com,178292688,San Juan de Lurigancho,1974-06-18,2024-04-20 00:00:00,True
6241,Evangelina,Cabrero,usuario6241@ejemplo.com,578169172,San Borja,1969-09-20,2025-09-20 00:00:00,True
6242,Natalio,Hoz,usuario6242@ejemplo.com,481370268,Pueblo Libre,2007-08-24,2024-07-21 00:00:00,True
6243,Norberto,Diaz,usuario6243@ejemplo.com,935744181,La Molina,1991-09-26,2024-07-08 00:00:00,True
6244,Artemio,Tamarit,usuario6244@ejemplo.com,415804657,Barranco,1979-05-18,2024-10-03 00:00:00,True
6245,Victoria,Colomer,usuario6245@ejemplo.com,359790356,San Juan de Lurigancho,2000-08-26,2024-03-30 00:00:00,True
6246,Eligia,Vallejo,usuario6246@ejemplo.com,077840310,San Borja,1965-02-25,2025-05-23 00:00:00,True
6247,Porfirio,Alberola,usuario6247@ejemplo.com,804267269,Barranco,1994-09-04,2026-02-22 00:00:00,True
6248,Marisa,Llorens,usuario6248@ejemplo.com,469259769,Surco,1983-09-23,2024-11-30 00:00:00,True
6249,Leocadio,Barral,usuario6249@ejemplo.com,526212040,San Isidro,1968-06-08,2023-11-08 00:00:00,True
6250,Dani,Arévalo,usuario6250@ejemplo.com,315391204,Jesús María,1966-04-13,2024-06-20 00:00:00,True
6251,Vidal,Pozo,usuario6251@ejemplo.com,158690451,Barranco,1961-12-26,2024-09-09 00:00:00,True
6252,Chucho,Hidalgo,usuario6252@ejemplo.com,183483086,Lince,1963-10-26,2024-07-27 00:00:00,True
6253,Tito,Valencia,usuario6253@ejemplo.com,079414282,San Borja,1960-04-28,2024-11-15 00:00:00,True
6254,Leocadio,Roldán,usuario6254@ejemplo.com,040180794,San Borja,1989-06-19,2024-07-20 00:00:00,True
6255,Pancho,Perelló,usuario6255@ejemplo.com,479576513,Miraflores,1967-02-13,2024-02-06 00:00:00,True
6256,Jafet,Castellanos,usuario6256@ejemplo.com,070324727,San Isidro,1977-01-04,2025-05-11 00:00:00,True
6257,Jenaro,Menéndez,usuario6257@ejemplo.com,184986935,Callao,1955-11-24,2024-11-19 00:00:00,True
6258,Juan Carlos,Ruano,usuario6258@ejemplo.com,735368666,Lince,1988-12-19,2024-03-14 00:00:00,True
6259,Germán,Sáenz,usuario6259@ejemplo.com,591107248,San Juan de Lurigancho,1981-01-12,2023-12-11 00:00:00,True
6260,Adelardo,Calzada,usuario6260@ejemplo.com,377565869,La Molina,1981-02-09,2025-01-25 00:00:00,True
6261,Olivia,Gallart,usuario6261@ejemplo.com,221976645,Pueblo Libre,1987-07-01,2023-11-09 00:00:00,True
6262,Rosalía,Barriga,usuario6262@ejemplo.com,457002462,Surco,1982-07-10,2024-12-31 00:00:00,True
6263,Amador,Palomares,usuario6263@ejemplo.com,194725948,Barranco,2004-02-20,2025-08-30 00:00:00,True
6264,Toribio,Vilanova,usuario6264@ejemplo.com,314000237,Pueblo Libre,1957-03-19,2024-02-10 00:00:00,True
6265,Che,Sales,usuario6265@ejemplo.com,364459236,Jesús María,1994-03-12,2024-11-18 00:00:00,True
6266,Calista,Palomino,usuario6266@ejemplo.com,246125595,Jesús María,1959-04-06,2024-04-26 00:00:00,True
6267,Nidia,González,usuario6267@ejemplo.com,425603518,Surco,1988-07-12,2024-03-16 00:00:00,True
6268,Angélica,Jimenez,usuario6268@ejemplo.com,061504854,Pueblo Libre,1986-12-06,2025-11-24 00:00:00,True
6269,Américo,Cáceres,usuario6269@ejemplo.com,891409646,Jesús María,1985-07-08,2024-03-16 00:00:00,True
6270,Calixto,Doménech,usuario6270@ejemplo.com,543071417,Miraflores,1980-02-14,2025-06-29 00:00:00,True
6271,Delia,Pujol,usuario6271@ejemplo.com,723661176,Surco,2003-04-13,2025-05-25 00:00:00,True
6272,Ramona,Salmerón,usuario6272@ejemplo.com,049861117,Callao,2005-11-18,2024-08-28 00:00:00,True
6273,Encarnación,Carrión,usuario6273@ejemplo.com,653461924,La Molina,1958-04-21,2024-04-18 00:00:00,True
6274,Cristina,Valverde,usuario6274@ejemplo.com,548172673,San Isidro,1970-09-25,2024-03-17 00:00:00,True
6275,José Luis,Sarabia,usuario6275@ejemplo.com,117456026,San Juan de Lurigancho,1976-12-10,2024-02-21 00:00:00,True
6276,Amador,Plaza,usuario6276@ejemplo.com,178648971,Barranco,1977-07-15,2024-10-12 00:00:00,True
6277,Vera,Arias,usuario6277@ejemplo.com,986780001,Jesús María,1971-01-23,2024-01-11 00:00:00,True
6278,Encarna,Alcalá,usuario6278@ejemplo.com,575108193,Magdalena,1971-12-06,2025-10-28 00:00:00,True
6279,Alonso,Molins,usuario6279@ejemplo.com,269595197,Lince,2006-05-10,2025-12-13 00:00:00,True
6280,Paco,Marin,usuario6280@ejemplo.com,690941586,San Isidro,1999-12-24,2024-10-01 00:00:00,True
6281,Augusto,Higueras,usuario6281@ejemplo.com,790622481,Lince,1995-08-19,2025-01-06 00:00:00,True
6282,Juan Bautista,Estevez,usuario6282@ejemplo.com,276511402,San Borja,1961-11-29,2025-09-14 00:00:00,True
6283,Amado,Piñeiro,usuario6283@ejemplo.com,267767639,La Molina,1971-01-08,2025-08-01 00:00:00,True
6284,Jose Manuel,Iriarte,usuario6284@ejemplo.com,062864792,Magdalena,1959-12-26,2026-01-15 00:00:00,True
6285,Sofía,Cabello,usuario6285@ejemplo.com,788244815,San Borja,1971-05-07,2026-02-02 00:00:00,True
6286,Hector,Roldan,usuario6286@ejemplo.com,591511613,San Isidro,1979-01-01,2024-05-16 00:00:00,True
6287,Candelario,Murcia,usuario6287@ejemplo.com,146230137,San Juan de Lurigancho,1963-07-15,2024-04-09 00:00:00,True
6288,Adelia,Puerta,usuario6288@ejemplo.com,526853074,San Juan de Lurigancho,1993-04-18,2024-11-14 00:00:00,True
6289,Salvador,Rocha,usuario6289@ejemplo.com,469024666,Jesús María,1986-02-21,2025-03-15 00:00:00,True
